MCLC;Di;Fin;NVAR;NBD;Si;IOVars;Fout;VG;BuggedMethods;Ci;NOP;NCOMP
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
6.0;0.666666667;0.0;3.0;3.0;4.0;2.0;2.0;4.0;False;4.666666667;1.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
2.0;2.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;False;2.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
1.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;False;2.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
2.0;1.0;1.0;2.0;3.0;0.0;1.0;0.0;3.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
2.0;3.0;0.0;2.0;3.0;0.0;3.0;0.0;2.0;False;3.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
4.0;2.0;0.0;2.0;2.0;0.0;2.0;0.0;3.0;False;2.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
5.0;2.0;0.0;2.0;4.0;0.0;2.0;0.0;5.0;True;2.0;1.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;True;2.0;1.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
7.0;2.0;0.0;3.0;3.0;0.0;2.0;0.0;7.0;False;2.0;1.0;4.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;False;1.0;0.0;1.0
1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;1.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
11.0;3.0;0.0;3.0;2.0;0.0;3.0;0.0;8.0;False;3.0;2.0;8.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;True;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
2.0;2.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;False;2.0;1.0;1.0
5.0;2.0;0.0;2.0;2.0;0.0;2.0;0.0;4.0;True;2.0;1.0;3.0
3.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;False;1.0;0.0;3.0
1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;1.0
1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;1.0
0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
1.0;2.0;0.0;1.0;3.0;0.0;2.0;0.0;4.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
3.0;2.0;0.0;2.0;4.0;0.0;2.0;0.0;6.0;False;2.0;1.0;1.0
5.0;1.0;0.0;3.0;3.0;0.0;1.0;0.0;5.0;False;1.0;0.0;2.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
1.0;2.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
1.0;2.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
